AGE,S1,S2,PhD,YEARSEXP,S3,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5,Class
36,1,0,0,10,1,2,2,2,5,5,2,2,3,4,4,2,4,4,1,2,1,2,2,2,4,3,3,1,1,1,1,2,1,3,3,4,2,1,1,5,4,5,5,1,3,4,1,1,inlier
55,1,1,0,15,1,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,4,4,4,3,3,3,3,4,1,2,2,4,4,3,4,4,3,4,3,3,4,4,2,5,inlier
45,1,1,0,3,1,2,2,2,5,5,5,5,5,2,2,5,2,2,2,5,2,2,4,3,5,5,5,2,3,2,2,2,4,5,1,5,3,2,2,5,5,5,5,2,2,2,2,4,inlier
48,1,0,1,23,1,2,3,2,5,4,3,1,3,4,4,4,5,2,1,3,1,1,5,1,4,4,5,1,1,1,1,1,1,1,1,2,2,3,1,2,5,5,5,1,3,4,1,1,inlier
38,1,0,1,12,1,4,4,3,4,2,4,2,4,2,4,2,2,2,4,4,2,2,4,2,5,4,5,1,1,2,2,4,2,3,2,3,4,4,3,4,5,4,4,2,4,4,1,2,inlier
32,1,1,0,6,1,4,4,5,5,5,4,3,4,4,4,4,2,3,4,3,3,1,1,2,4,4,4,3,3,4,3,4,2,4,4,2,2,3,5,5,4,5,4,4,4,5,1,5,inlier
30,1,1,1,4,1,3,3,4,5,2,4,4,4,3,3,3,4,3,3,3,1,1,2,5,5,5,5,3,1,1,1,3,1,3,1,5,3,5,5,5,5,5,5,3,5,5,1,1,inlier
28,1,1,0,2,1,3,3,3,4,4,5,4,4,3,4,3,3,3,3,3,1,1,3,2,3,3,3,2,1,1,2,1,3,1,1,5,3,5,5,5,5,5,5,3,4,4,2,1,inlier
33,1,0,0,6,1,3,4,3,4,4,4,4,4,3,3,2,5,3,3,5,4,4,4,4,4,4,4,3,2,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,5,4,3,2,outlier
39,1,0,0,1,1,5,5,5,4,4,4,3,3,4,5,4,3,4,4,5,4,5,5,4,5,4,5,2,3,4,4,5,4,5,4,4,4,4,4,4,4,3,3,3,4,4,3,4,outlier
32,1,1,0,6,1,2,3,5,5,3,3,4,4,2,3,2,2,2,2,3,1,1,1,1,4,4,4,2,2,2,2,5,2,2,1,3,3,2,3,5,2,2,5,4,5,5,1,2,inlier
50,1,1,1,27,1,2,2,3,5,4,3,4,4,4,4,3,4,3,2,4,1,2,2,2,5,5,4,2,1,1,1,2,1,4,1,4,3,2,2,5,5,5,5,4,2,4,1,1,inlier
38,1,3,0,7,1,4,4,4,4,4,3,3,5,3,4,4,3,3,4,5,2,3,2,3,4,5,4,1,4,3,3,4,4,4,3,5,4,4,5,4,2,5,3,3,4,2,1,4,inlier
42,1,4,1,20,1,2,2,3,4,4,3,3,3,2,3,2,3,2,2,3,2,1,3,2,4,3,4,2,1,2,2,3,1,3,2,3,2,2,2,3,3,3,3,2,3,2,1,1,inlier
50,1,1,1,11,1,1,2,2,5,5,3,4,4,2,2,2,2,1,2,3,1,1,3,2,5,5,4,1,1,1,1,1,1,4,4,3,3,2,2,5,5,5,5,2,2,2,1,2,inlier
36,1,0,0,3,1,4,3,4,5,5,5,5,5,4,4,4,3,4,5,5,3,4,5,4,5,5,5,4,2,4,4,4,4,4,2,5,4,5,5,4,4,3,3,4,5,5,4,1,outlier
42,1,5,1,15,1,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
35,1,0,0,4,1,5,5,4,5,4,2,4,4,4,3,3,5,3,3,3,2,3,3,4,4,3,5,2,2,3,3,5,3,3,2,4,4,4,4,4,5,5,3,5,5,5,1,2,inlier
42,1,0,1,4,1,2,2,3,4,4,3,3,2,3,4,3,3,3,3,3,1,1,2,3,5,5,5,1,1,1,2,5,1,3,1,5,3,3,2,5,5,5,5,3,3,4,1,4,inlier
33,1,0,0,4,1,3,2,3,5,5,4,4,4,3,3,3,2,2,2,3,1,2,3,2,4,4,5,1,1,1,1,3,4,4,2,4,4,2,2,4,2,2,4,2,4,4,2,1,inlier
31,1,5,0,4,1,2,3,2,3,3,3,4,4,2,3,2,5,1,3,3,1,1,2,2,4,4,4,1,2,2,2,2,2,3,3,5,5,4,3,3,5,5,3,2,2,4,2,2,inlier
38,1,1,0,1,1,4,2,3,3,4,3,5,5,3,5,2,3,3,3,3,2,2,4,4,5,5,5,2,1,2,3,5,1,1,2,4,4,3,3,5,5,5,5,4,5,5,1,5,inlier
41,1,1,1,18,1,2,3,3,5,1,3,4,3,1,2,1,1,3,3,3,1,2,4,4,4,5,5,2,2,2,2,3,3,3,2,4,4,3,3,5,5,5,5,1,2,2,3,1,inlier
31,1,3,0,7,1,3,4,3,4,4,2,4,4,3,3,2,2,3,2,3,1,2,2,2,4,4,3,1,1,2,2,2,1,1,1,3,3,2,2,2,2,2,2,1,2,3,1,1,inlier
32,1,5,1,8,1,3,2,3,4,4,3,5,4,3,3,3,4,3,2,3,1,2,3,3,4,4,3,1,1,1,2,2,1,3,1,3,2,1,1,4,3,4,3,3,4,4,1,1,inlier
46,1,1,0,5,1,1,2,2,5,5,3,1,5,3,3,1,5,3,2,3,1,2,2,1,5,5,5,1,1,1,1,3,1,3,1,1,1,3,3,1,1,2,1,1,3,3,1,1,inlier
41,1,0,1,14,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
31,1,1,0,4,1,2,2,3,4,4,3,3,4,3,4,3,5,3,3,3,2,3,4,3,3,3,3,1,1,2,2,3,1,2,1,2,1,1,1,3,3,3,3,2,2,4,2,1,outlier
35,1,5,1,8,1,3,2,3,5,3,2,4,4,3,3,3,3,4,3,1,1,2,2,2,4,4,5,2,1,1,3,2,3,2,3,1,3,2,3,5,2,2,5,4,4,4,1,5,inlier
44,1,5,1,20,1,4,2,3,5,5,4,5,5,2,3,3,2,2,2,2,1,2,1,2,2,3,5,2,2,2,1,1,3,2,2,2,1,2,2,3,3,3,3,2,3,2,2,2,inlier
39,1,5,0,16,1,2,3,2,4,4,4,5,5,3,3,2,5,1,2,2,1,1,2,1,5,4,5,1,1,1,1,2,1,1,1,3,2,3,3,4,3,5,5,1,2,2,1,1,inlier
32,1,0,0,7,1,2,3,4,5,5,3,5,4,5,5,5,2,5,3,3,1,1,1,3,5,5,4,3,1,3,2,3,1,3,2,1,1,2,2,5,5,4,5,4,5,5,1,1,inlier
52,1,1,0,9,1,3,5,5,5,5,4,5,5,4,5,3,3,2,4,4,5,2,2,3,5,5,5,3,3,5,5,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,2,4,inlier
48,1,0,0,5,1,3,3,3,5,5,5,4,5,4,4,3,3,3,2,3,2,2,2,2,3,4,5,3,2,1,1,4,1,2,1,5,5,3,3,4,4,4,4,3,3,3,1,5,inlier
31,1,3,1,4,1,3,2,3,4,4,3,3,4,3,4,3,4,3,3,3,1,2,4,3,4,4,4,1,1,1,1,3,1,1,1,3,4,3,2,4,3,5,3,1,1,1,1,1,inlier
34,1,1,1,6,1,3,2,5,4,5,5,5,5,3,4,3,4,3,3,3,1,2,2,2,5,5,5,3,2,1,1,3,2,3,2,2,2,3,3,5,4,4,4,4,4,4,2,1,inlier
46,1,1,0,4,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,2,3,4,4,4,4,3,3,4,3,4,3,4,3,4,outlier
39,1,0,1,14,1,2,2,2,5,5,4,4,4,2,4,2,5,2,4,4,2,2,2,2,4,2,5,2,2,2,2,2,2,4,4,3,1,2,3,4,4,4,5,2,4,4,2,2,inlier
30,1,3,0,3,1,4,3,4,5,5,4,5,4,4,4,4,2,4,4,4,3,3,5,4,4,4,5,4,4,5,4,4,2,4,3,4,1,4,4,5,4,4,5,4,4,4,3,4,outlier
36,1,0,1,13,1,3,3,4,5,4,4,3,4,4,4,3,2,4,4,4,1,3,4,2,5,5,5,3,1,3,3,2,2,1,1,3,3,3,3,5,4,4,4,4,5,5,1,1,inlier
45,1,3,1,4,1,3,3,3,4,2,2,4,4,3,2,2,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,3,5,5,5,5,4,4,4,3,3,inlier
33,1,0,0,1,1,4,3,4,4,4,3,3,4,4,4,3,5,3,4,3,4,4,4,2,5,5,5,3,1,4,4,3,3,5,3,5,5,4,4,4,4,4,4,4,4,5,1,5,inlier
44,1,0,0,5,1,2,2,2,5,5,4,4,5,3,3,3,4,2,3,3,2,2,4,3,5,5,5,2,2,3,3,3,2,5,4,3,3,3,4,5,5,5,5,3,3,4,2,3,inlier
40,1,0,0,4,1,4,3,3,5,5,5,4,4,4,4,4,3,4,4,3,4,3,5,5,5,5,5,4,3,2,2,4,2,4,5,5,5,4,5,5,3,5,4,4,5,5,1,1,inlier
43,1,1,0,5,1,4,3,2,5,4,5,1,4,2,2,2,4,4,4,3,1,3,4,5,4,4,4,1,1,1,2,1,1,2,2,4,4,1,1,5,3,5,4,2,2,2,1,4,outlier
31,1,0,1,5,1,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,2,3,4,4,5,5,5,2,4,3,3,3,2,2,3,3,3,3,3,5,5,5,4,3,3,4,1,4,inlier
33,1,1,1,4,1,2,4,5,5,5,3,5,5,4,3,4,2,3,3,4,1,2,4,2,4,4,4,1,4,3,2,4,3,2,3,4,4,3,4,4,3,3,3,3,4,5,2,4,inlier
38,1,1,0,4,1,4,4,4,3,4,3,4,4,5,5,5,2,4,4,4,2,3,3,4,3,2,2,1,1,1,2,5,1,1,4,2,2,5,4,5,1,1,2,2,2,4,2,1,inlier
43,1,5,1,17,1,3,3,3,4,3,3,3,4,3,3,3,3,4,4,4,1,3,3,4,3,4,4,1,1,2,2,5,1,1,1,2,2,5,4,5,1,1,2,2,4,4,1,1,inlier
31,1,2,0,3,1,2,2,3,5,4,3,4,4,3,3,2,5,3,3,3,4,3,4,3,4,5,4,1,1,3,3,3,1,3,1,5,4,3,3,4,3,3,3,2,3,2,1,1,inlier
41,1,5,1,15,1,2,2,2,4,2,2,3,2,2,2,2,5,3,2,3,1,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,3,2,2,2,2,2,inlier
54,1,5,0,20,1,2,3,3,4,4,2,3,3,3,3,2,4,3,2,2,1,1,4,3,5,5,4,2,1,2,2,2,2,2,2,5,4,3,3,5,5,5,5,3,4,4,1,1,inlier
38,1,0,1,11,1,2,2,2,5,3,2,2,5,2,2,2,5,2,2,2,1,1,1,1,3,2,2,1,1,1,1,2,2,2,1,5,4,2,2,2,3,3,3,2,4,4,1,1,inlier
52,1,1,0,5,1,3,3,4,5,5,1,3,3,3,3,3,3,3,3,1,1,3,4,4,5,4,5,1,1,3,3,4,1,2,1,3,4,2,1,3,3,4,4,2,4,5,1,3,outlier
33,1,0,0,4,1,2,2,2,3,3,3,3,3,3,3,2,4,3,2,2,1,2,3,3,4,5,5,1,1,2,2,3,3,4,5,1,2,3,3,3,3,3,3,3,3,2,2,3,inlier
35,1,0,0,1,1,3,3,3,5,3,3,5,5,3,2,2,4,3,3,3,1,3,4,3,4,3,5,1,1,2,3,2,5,5,3,3,3,3,3,3,3,3,3,2,4,5,1,2,inlier
40,1,5,0,5,1,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,5,5,5,1,4,3,2,2,4,4,2,5,3,3,3,3,3,3,3,4,4,4,4,4,inlier
48,1,1,0,4,1,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,2,2,4,2,4,5,5,1,1,3,3,3,1,3,3,4,3,3,3,5,4,5,4,3,3,2,1,2,inlier
39,1,3,0,4,1,3,3,3,5,5,3,3,4,1,4,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,1,5,5,1,3,5,5,5,5,2,2,2,1,4,inlier
49,1,1,0,3,1,4,4,5,5,5,2,5,3,4,4,4,2,3,3,3,3,3,4,3,4,5,5,1,1,3,1,4,1,3,2,3,3,3,3,4,2,2,3,3,2,3,1,5,inlier
33,1,0,1,7,1,3,2,2,5,4,4,5,2,2,2,1,5,3,2,1,1,2,2,1,4,4,4,1,1,2,1,2,4,4,3,1,1,1,1,3,1,2,4,2,2,1,1,3,inlier
35,1,0,0,4,1,3,3,2,5,4,2,4,4,5,5,4,3,3,2,2,1,2,2,2,3,4,4,1,1,1,1,3,5,3,1,5,4,2,2,5,5,5,5,2,4,4,1,1,inlier
44,1,1,0,4,1,5,5,5,5,5,3,5,5,4,4,3,3,3,3,3,3,4,4,3,4,4,5,3,1,3,3,4,3,3,3,5,3,3,3,3,3,5,3,5,5,5,1,3,inlier
45,1,1,0,20,1,3,3,3,5,5,3,4,5,5,5,5,3,5,3,3,3,3,5,3,5,5,5,1,1,4,5,5,5,3,1,5,3,4,3,5,5,5,5,3,5,5,1,5,inlier
43,1,1,0,0,1,2,2,3,3,5,2,2,2,3,3,3,4,3,2,3,3,2,2,3,3,2,2,1,3,2,3,2,2,3,4,4,3,3,4,3,3,3,4,3,3,3,3,4,inlier
35,1,1,0,3,1,2,2,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3,3,2,4,4,4,4,1,4,3,4,5,5,1,4,4,3,4,4,3,3,4,4,4,4,5,1,outlier
29,1,0,0,1,1,5,1,5,5,5,5,3,3,4,5,4,4,5,1,3,3,3,4,3,5,5,5,5,4,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,1,2,inlier
35,1,0,0,4,1,4,4,4,5,5,4,4,4,4,4,4,3,4,2,3,3,4,4,5,5,4,5,2,2,4,4,4,4,5,3,5,5,4,4,5,5,5,5,4,4,5,2,3,inlier
41,1,4,0,3,1,5,3,5,5,5,5,3,5,3,3,2,4,4,3,3,4,4,4,1,5,5,5,4,3,4,3,3,5,5,5,5,5,3,4,5,5,2,2,4,4,4,3,5,outlier
48,1,1,1,21,1,2,2,2,3,3,4,4,4,2,2,3,4,3,3,3,1,1,3,2,5,5,5,1,1,3,2,2,5,5,5,5,4,3,3,3,4,3,4,3,3,2,1,4,inlier
35,1,0,0,2,1,4,4,4,5,4,4,4,5,3,4,2,4,2,4,4,2,2,2,2,4,5,5,1,1,2,2,4,3,2,2,5,5,3,3,5,5,2,5,2,2,4,1,5,inlier
48,1,1,1,3,1,3,3,4,3,3,1,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,2,3,1,1,1,4,5,3,3,5,3,4,3,3,4,4,1,2,inlier
37,1,1,0,6,1,3,3,3,5,5,1,4,4,4,4,4,2,3,3,2,2,3,3,2,5,5,4,2,1,3,2,5,1,2,1,4,5,3,3,4,4,3,3,4,4,4,1,4,inlier
33,1,0,0,6,1,3,4,4,5,5,5,3,5,2,3,2,3,1,3,4,1,2,4,4,5,5,5,2,1,3,5,3,2,2,4,3,4,3,2,4,4,2,5,2,4,5,3,3,outlier
36,1,5,0,11,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,3,4,3,3,3,3,1,1,1,1,3,1,2,2,3,2,2,2,3,3,4,4,1,1,1,1,1,inlier
40,1,5,0,10,1,4,4,4,5,5,3,5,4,3,3,3,3,2,4,4,4,4,4,4,5,5,5,3,3,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,3,5,inlier
31,1,3,1,7,1,3,4,4,5,5,3,5,5,4,4,5,3,4,4,4,2,3,4,3,4,4,5,3,1,3,4,3,1,4,2,4,4,4,3,3,3,4,5,3,5,5,1,1,inlier
53,1,0,0,3,1,3,3,3,4,4,4,4,4,2,3,2,3,3,3,3,2,2,3,2,4,4,4,1,1,2,2,3,3,2,2,4,4,3,3,4,4,3,3,2,2,3,1,2,inlier
31,1,3,1,6,1,1,1,3,5,4,3,1,2,3,3,2,3,3,3,3,1,1,2,2,2,5,5,1,2,2,2,1,1,4,3,5,4,2,2,3,2,3,5,3,3,3,2,3,inlier
38,1,1,0,15,1,3,3,2,5,5,4,4,4,4,4,4,3,2,3,4,1,2,4,2,4,4,4,1,2,1,1,2,1,1,1,3,4,2,3,4,4,2,2,2,3,3,2,4,inlier
33,1,2,1,10,1,5,5,4,5,5,5,5,5,3,3,3,3,2,2,3,1,1,4,2,4,5,5,1,1,1,1,2,3,3,2,5,5,4,4,3,2,2,4,3,3,3,2,4,inlier
31,1,5,1,5,1,3,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,3,3,3,4,3,3,2,1,3,3,3,3,1,inlier
33,1,3,1,8,1,2,3,3,5,4,3,3,5,4,4,4,5,4,3,4,3,3,4,3,4,3,5,2,1,2,2,4,2,4,2,4,3,3,3,4,3,3,5,3,4,4,1,3,inlier
45,1,2,0,3,1,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,1,3,3,4,4,4,4,2,1,3,1,4,1,2,1,4,3,3,3,4,3,3,5,3,4,4,1,3,inlier
34,1,0,1,6,1,2,4,3,4,5,3,5,3,4,5,4,3,5,3,2,2,1,2,4,5,5,4,2,2,3,3,3,3,4,3,5,3,3,3,5,3,3,5,5,5,5,1,4,inlier
31,1,0,0,7,1,5,4,4,5,5,4,5,4,4,4,3,2,3,3,3,1,1,2,2,4,4,5,2,2,4,2,4,4,4,4,4,4,3,4,5,3,4,5,4,3,5,1,2,inlier
33,1,1,0,2,1,2,2,2,5,5,4,3,2,3,3,2,4,2,2,3,1,3,2,2,3,2,2,2,1,2,2,4,2,3,1,4,4,2,2,4,3,5,5,4,3,5,1,3,inlier
47,1,1,0,15,1,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,2,2,4,4,4,1,1,1,4,4,4,4,4,4,4,4,3,4,4,1,4,inlier
28,1,3,0,3,1,4,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,5,5,5,5,4,3,3,4,4,2,3,5,5,5,4,5,4,5,4,4,4,2,4,3,outlier
37,1,1,0,2,1,2,2,5,5,5,2,3,3,5,4,4,4,4,2,4,4,2,4,3,3,5,5,1,1,1,1,4,1,1,1,5,4,2,2,4,4,4,3,1,1,5,1,4,inlier
35,1,0,0,5,1,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,3,2,4,2,4,4,4,4,4,3,3,3,3,3,2,2,3,inlier
47,1,0,0,3,1,3,2,3,4,4,3,2,3,3,3,2,2,3,3,3,2,2,4,3,4,4,4,2,2,2,2,3,2,2,3,3,2,2,2,3,3,2,2,2,3,3,1,3,inlier
35,1,1,0,2,1,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,3,3,5,5,5,3,1,5,5,5,5,5,3,3,3,5,5,5,5,3,3,5,5,5,1,5,inlier
44,1,3,0,15,1,2,2,2,4,2,2,1,2,1,1,1,5,1,2,2,1,2,2,2,3,1,4,1,1,1,1,4,1,1,1,5,3,3,3,5,5,5,5,1,3,3,1,1,inlier
35,1,0,0,2,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,2,3,3,4,4,5,2,2,3,3,4,4,4,3,3,3,3,4,5,3,3,5,3,3,3,2,2,inlier
27,1,1,1,1,1,2,2,4,3,3,4,2,3,2,2,2,2,2,2,3,2,2,4,4,4,3,3,2,1,2,3,3,2,2,4,3,2,2,2,2,2,3,3,4,4,4,1,2,inlier
54,1,3,0,2,1,3,2,3,4,4,3,4,4,2,3,2,3,3,3,3,3,2,3,4,4,4,4,3,1,4,4,3,2,2,2,5,4,3,3,3,3,4,3,4,4,4,2,3,inlier
39,1,0,0,1,1,5,5,5,5,5,3,5,5,3,4,4,3,4,3,3,2,3,3,3,5,5,5,1,1,3,3,5,2,3,2,4,4,4,4,5,5,5,3,4,4,4,1,1,inlier
30,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,outlier
42,1,5,1,13,1,2,1,2,5,4,2,4,3,3,2,3,5,2,2,2,1,2,4,2,4,4,3,1,1,1,1,2,1,3,1,5,5,2,2,3,3,3,3,4,4,4,1,1,inlier
35,1,0,1,3,1,4,4,4,5,5,3,4,4,4,4,4,3,3,3,3,1,3,5,3,5,5,5,2,1,1,1,4,1,2,2,5,5,3,3,5,4,4,4,2,2,5,1,1,inlier
36,1,3,0,1,1,4,3,3,5,4,3,5,5,3,3,2,4,3,4,3,2,2,3,3,5,5,5,2,1,3,3,4,1,2,1,5,5,3,3,4,5,5,4,2,4,4,1,2,inlier
32,1,0,0,10,1,4,3,3,5,3,3,4,3,3,3,2,5,3,3,3,1,2,5,3,5,3,4,1,3,1,1,5,3,4,3,3,3,3,2,3,1,3,1,1,3,4,2,2,inlier
48,1,3,0,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,3,3,4,2,2,2,5,5,5,5,4,4,4,4,2,2,2,3,2,inlier
30,1,0,0,4,1,2,2,2,4,4,2,3,3,3,3,2,2,2,2,2,2,2,2,2,5,5,5,2,1,2,2,3,2,2,3,3,2,3,3,5,5,5,5,4,3,4,2,3,outlier
35,1,2,0,10,1,4,4,4,4,4,3,5,2,4,4,4,2,4,4,3,2,3,4,4,2,4,4,3,4,4,4,4,4,5,1,5,4,4,4,5,2,4,5,3,4,5,1,5,inlier
47,1,1,0,9,1,3,3,3,5,4,3,4,4,3,3,3,3,2,4,3,1,2,2,2,5,5,5,1,1,3,3,3,1,1,1,5,5,3,3,5,5,5,5,2,2,2,1,1,inlier
44,1,4,0,9,1,5,4,5,5,4,4,5,5,4,4,3,3,3,3,4,2,4,3,3,5,5,5,3,3,3,3,3,4,5,4,5,5,3,3,5,3,5,4,3,3,2,3,3,inlier
31,1,1,1,4,1,3,3,3,5,5,3,4,4,2,4,3,3,3,3,3,1,2,3,3,3,3,5,1,1,2,1,3,1,1,2,4,4,2,2,3,2,2,2,2,3,3,1,3,inlier
43,1,5,0,10,1,2,2,4,5,5,3,5,4,4,4,4,4,4,3,3,1,3,4,4,5,5,5,2,2,4,4,4,1,1,1,3,3,4,3,4,3,3,2,1,4,4,1,1,inlier
41,1,0,1,3,1,2,2,2,4,4,3,3,3,3,3,2,3,3,3,3,1,3,3,4,4,4,4,2,2,2,2,2,2,4,2,4,4,3,3,4,4,4,4,2,2,2,1,2,inlier
38,1,1,0,1,1,2,2,3,5,5,3,3,3,3,3,3,3,2,3,3,1,1,4,2,5,5,5,2,1,1,1,2,1,3,1,5,5,2,2,4,3,4,4,2,2,2,1,4,inlier
40,1,1,1,9,1,3,3,4,5,5,3,3,4,3,3,3,3,3,3,3,2,2,3,3,5,5,5,3,3,3,3,4,1,3,3,3,3,4,4,5,5,3,5,3,3,3,1,1,inlier
27,1,0,0,4,1,1,1,1,5,5,5,1,5,3,2,3,2,4,1,5,1,1,4,1,5,5,5,3,1,1,1,1,3,4,3,5,5,1,1,4,3,4,2,3,3,3,1,1,inlier
49,1,1,0,0,1,2,2,3,4,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,5,5,5,1,1,2,2,3,1,3,3,3,3,2,2,3,4,5,5,2,2,2,2,2,inlier
23,1,1,0,0,1,2,2,2,4,4,3,4,3,3,4,3,4,2,2,3,1,2,3,2,5,3,5,1,1,1,2,2,1,3,1,3,3,2,2,5,5,5,5,2,2,4,1,1,inlier
40,1,5,0,1,1,3,3,3,4,3,3,4,3,4,4,4,2,3,3,3,2,3,4,3,3,4,4,1,1,3,3,3,1,3,1,3,3,3,4,4,4,3,3,3,3,3,1,2,inlier
63,1,0,1,36,1,4,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,3,3,4,4,4,1,1,4,4,4,1,2,1,3,3,3,3,3,3,3,3,3,3,4,1,1,inlier
56,1,3,1,16,1,2,2,3,4,2,3,4,4,2,2,2,4,2,3,3,2,2,4,3,4,4,4,2,1,2,2,4,1,3,1,5,4,3,3,4,3,4,4,4,4,4,1,1,inlier
60,1,3,0,4,1,2,2,2,5,2,2,5,3,1,1,1,5,1,3,3,2,2,4,2,4,3,3,2,1,2,2,3,2,2,2,5,4,3,3,4,3,4,4,4,4,4,1,1,inlier
50,1,0,1,19,1,2,3,3,2,4,2,3,2,2,2,2,4,2,2,2,1,2,2,3,4,4,4,2,1,2,1,5,2,2,3,5,4,1,2,4,4,4,4,1,3,2,1,3,outlier
43,1,1,0,20,1,3,3,3,5,5,4,5,4,3,4,3,4,3,3,5,1,1,3,3,5,5,5,1,1,1,1,3,3,4,3,4,3,3,2,4,3,3,4,4,3,4,1,3,inlier
51,1,1,0,19,1,2,2,2,4,3,4,2,2,2,3,2,2,1,1,3,1,3,3,2,3,3,3,1,1,1,1,2,1,4,3,4,3,3,2,4,3,3,4,2,3,1,1,2,inlier
62,1,3,0,15,1,2,5,4,5,5,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,4,2,4,1,2,1,3,3,3,4,3,2,3,1,4,3,2,1,2,inlier
46,1,1,1,21,1,3,4,5,4,5,4,5,5,4,4,4,1,4,3,3,4,1,1,3,5,5,5,4,1,5,3,5,3,2,4,4,4,4,5,4,4,5,5,5,4,4,1,1,inlier
49,1,1,1,23,1,3,3,3,5,5,4,4,4,3,3,3,2,3,3,3,1,1,3,5,5,3,5,2,3,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,1,2,inlier
42,1,5,0,19,1,2,2,3,4,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,5,2,2,3,3,3,2,2,2,4,3,3,3,3,2,3,2,2,2,4,1,2,outlier
45,1,3,1,20,1,2,2,2,4,2,1,2,2,3,3,3,2,2,2,1,1,2,2,2,2,3,2,1,1,1,1,2,1,1,1,3,3,2,2,2,2,2,2,2,3,4,1,1,inlier
41,0,2,1,3,0,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,4,4,2,4,4,4,3,2,4,4,4,2,3,2,4,4,4,4,4,4,4,2,4,4,4,2,2,inlier
52,0,0,1,30,0,3,2,3,4,4,2,4,4,4,3,3,2,3,2,3,1,2,4,3,4,4,5,1,1,4,3,1,1,4,2,4,2,2,1,1,2,2,2,1,3,4,1,1,inlier
43,1,0,0,17,0,4,3,3,3,4,4,3,4,3,3,3,3,4,3,4,2,2,4,2,5,5,5,3,2,3,2,4,3,4,4,5,3,3,3,3,2,2,4,4,4,4,2,4,inlier
62,0,2,1,22,0,2,3,3,3,4,4,5,5,4,4,3,3,4,3,4,1,1,1,2,5,5,5,1,2,5,3,5,1,2,4,4,1,5,5,4,1,4,4,2,4,3,1,1,inlier
44,1,1,1,20,0,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,1,2,2,2,3,4,3,1,1,3,3,3,1,2,3,2,2,3,3,5,4,5,4,3,3,3,1,1,inlier
41,1,1,1,11,0,4,4,3,5,5,5,5,5,4,4,4,5,3,3,4,3,3,3,4,5,5,5,3,3,3,3,4,3,4,5,5,3,3,3,3,3,3,3,3,4,4,1,1,inlier
37,1,4,1,6,0,4,4,5,5,5,3,4,5,4,5,4,1,4,3,5,3,5,5,5,5,4,5,4,1,1,1,5,2,3,3,3,3,3,5,4,4,4,4,5,5,5,2,1,inlier
